domain,kingdom,phylum,class,order,family,genus,species
NA,NA,NA,NA,NA,NA,NA,Odontanthias fuscipinnis
NA,NA,NA,NA,NA,NA,NA,Oneirodes macronema
NA,NA,NA,NA,NA,NA,NA,Oneirodes pietschi
NA,NA,NA,NA,NA,NA,NA,Ophichthus fowleri
NA,NA,NA,NA,NA,NA,NA,Ophichthus kunaloa
NA,NA,NA,NA,NA,NA,NA,Opua nephodes
NA,NA,NA,NA,NA,NA,NA,Osteomugil engeli
NA,NA,NA,NA,NA,NA,NA,Ostichthys archiepiscopus
NA,NA,NA,NA,NA,NA,NA,Ostichthys sandix
NA,NA,NA,NA,NA,NA,NA,Ostorhinchus maculiferus
NA,NA,NA,NA,NA,NA,NA,Oxyurichthys heisei
NA,NA,NA,NA,NA,NA,NA,Parapercis roseoviridis
NA,NA,NA,NA,NA,NA,NA,Parascombrops argyreus
NA,NA,NA,NA,NA,NA,NA,Pentherichthys atratus
NA,NA,NA,NA,NA,NA,NA,Phaenomonas cooperae
NA,NA,NA,NA,NA,NA,NA,Photonectes caerulescens
NA,NA,NA,NA,NA,NA,NA,Photonectes parvimanus
NA,NA,NA,NA,NA,NA,NA,Photonectes waitti
NA,NA,NA,NA,NA,NA,NA,Photostomias lucingens
NA,NA,NA,NA,NA,NA,NA,Photostomias tantillux
NA,NA,NA,NA,NA,NA,NA,Phyllophichthus xenodontus
NA,NA,NA,NA,NA,NA,NA,Physiculus cynodon
NA,NA,NA,NA,NA,NA,NA,Physiculus grinnelli
NA,NA,NA,NA,NA,NA,NA,Physiculus sterops
NA,NA,NA,NA,NA,NA,NA,Plagiotremus ewaensis
NA,NA,NA,NA,NA,NA,NA,Plagiotremus goslinei
NA,NA,NA,NA,NA,NA,NA,Platybelone argalus
NA,NA,NA,NA,NA,NA,NA,Platybelone platyura
NA,NA,NA,NA,NA,NA,NA,Platyberyx paucus
NA,NA,NA,NA,NA,NA,NA,Plectranthias helenae
NA,NA,NA,NA,NA,NA,NA,Plectroglyphidodon sindonis
NA,NA,NA,NA,NA,NA,NA,Pleurosicya larsonae
NA,NA,NA,NA,NA,NA,NA,Polyipnus nuttingi
NA,NA,NA,NA,NA,NA,NA,Priacanthus alalaua
NA,NA,NA,NA,NA,NA,NA,Priolepis aureoviridis
NA,NA,NA,NA,NA,NA,NA,Priolepis limbatosquamis
NA,NA,NA,NA,NA,NA,NA,Pristilepis oligolepis
NA,NA,NA,NA,NA,NA,NA,Protammodytes brachistos
NA,NA,NA,NA,NA,NA,NA,Protomyctophum beckeri
NA,NA,NA,NA,NA,NA,NA,Pseudamiops diaphanes
NA,NA,NA,NA,NA,NA,NA,Pseudanthias fucinus
NA,NA,NA,NA,NA,NA,NA,Pseudanthias hawaiiensis
NA,NA,NA,NA,NA,NA,NA,Pseudanthias thompsoni
NA,NA,NA,NA,NA,NA,NA,Pseudocetonurus septifer
NA,NA,NA,NA,NA,NA,NA,Pseudohowella intermedia
NA,NA,NA,NA,NA,NA,NA,Pseudoscopelus parini
NA,NA,NA,NA,NA,NA,NA,Pterois sphex
NA,NA,NA,NA,NA,NA,NA,Pteropsaron incisum
NA,NA,NA,NA,NA,NA,NA,Pycnocraspedum armatum
NA,NA,NA,NA,NA,NA,NA,Remora albescens
NA,NA,NA,NA,NA,NA,NA,Rhinopias xenops
NA,NA,NA,NA,NA,NA,NA,Roa excelsa
NA,NA,NA,NA,NA,NA,NA,Rosenblattichthys hubbsi
NA,NA,NA,NA,NA,NA,NA,Saccogaster hawaii
NA,NA,NA,NA,NA,NA,NA,Saccogaster tuberculata
NA,NA,NA,NA,NA,NA,NA,Samariscus corallinus
NA,NA,NA,NA,NA,NA,NA,Sargocentron iota
NA,NA,NA,NA,NA,NA,NA,Sargocentron spinosissimum
NA,NA,NA,NA,NA,NA,NA,Saurenchelys stylura
NA,NA,NA,NA,NA,NA,NA,Scalicus hians
NA,NA,NA,NA,NA,NA,NA,Scolecenchelys cookei
NA,NA,NA,NA,NA,NA,NA,Scolecenchelys puhioilo
NA,NA,NA,NA,NA,NA,NA,Scopelengys clarkei
NA,NA,NA,NA,NA,NA,NA,Scorpaena pele
NA,NA,NA,NA,NA,NA,NA,Scorpaenopsis altirostris
NA,NA,NA,NA,NA,NA,NA,Scorpaenopsis brevifrons
NA,NA,NA,NA,NA,NA,NA,Scorpaenopsis pluralis
NA,NA,NA,NA,NA,NA,NA,Sebastapistes ballieui
NA,NA,NA,NA,NA,NA,NA,Sebastapistes galactacma
NA,NA,NA,NA,NA,NA,NA,Sigmops elongatus
NA,NA,NA,NA,NA,NA,NA,Sladenia remiger
NA,NA,NA,NA,NA,NA,NA,Solocisquama erythrina
NA,NA,NA,NA,NA,NA,NA,Sphagemacrurus gibber
NA,NA,NA,NA,NA,NA,NA,Stemonosudis elegans
NA,NA,NA,NA,NA,NA,NA,Stemonosudis elongata
NA,NA,NA,NA,NA,NA,NA,Symphurus undatus
NA,NA,NA,NA,NA,NA,NA,Synchiropus corallinus
NA,NA,NA,NA,NA,NA,NA,Synchiropus hawaiiensis
NA,NA,NA,NA,NA,NA,NA,Synchiropus kinmeiensis
NA,NA,NA,NA,NA,NA,NA,Synchiropus rosulentus
NA,NA,NA,NA,NA,NA,NA,Synchiropus rubrovinctus
NA,NA,NA,NA,NA,NA,NA,Synodus falcatus
NA,NA,NA,NA,NA,NA,NA,Synodus lobeli
NA,NA,NA,NA,NA,NA,NA,Torquigener florealis
NA,NA,NA,NA,NA,NA,NA,Torquigener randalli
NA,NA,NA,NA,NA,NA,NA,Typhlonus nasus
NA,NA,NA,NA,NA,NA,NA,Uropterygius inornatus
NA,NA,NA,NA,NA,NA,NA,Uropterygius marmoratus
NA,NA,NA,NA,NA,NA,NA,Uropterygius polyspilus
NA,NA,NA,NA,NA,NA,NA,Uropterygius supraforatus
NA,NA,NA,NA,NA,NA,NA,Uropterygius xenodontus
NA,NA,NA,NA,NA,NA,NA,Ventrifossa atherodon
NA,NA,NA,NA,NA,NA,NA,Ventrifossa ctenomelas
NA,NA,NA,NA,NA,NA,NA,Zenopsis nebulosa
